cpa,yr_id,name,population,,,
Sabre Springs,2020,55 to 59,768,,,
Sabre Springs,2020,60 and 61,302,,,
Sabre Springs,2020,62 to 64,401,,,
Sabre Springs,2020,65 to 69,430,,,
Sabre Springs,2020,70 to 74,283,,,
Sabre Springs,2020,75 to 79,161,,,
Sabre Springs,2020,80 to 84,129,,,
Sabre Springs,2020,85 and Older,232,,,
San Dieguito,2020,Under 5,1688,,,
San Dieguito,2020,5 to 9,2579,,,
San Dieguito,2020,10 to 14,3375,,,
San Dieguito,2020,15 to 17,2129,,,
San Dieguito,2020,18 and 19,1036,,,
San Dieguito,2020,20 to 24,1755,,,
San Dieguito,2020,25 to 29,1077,,,
San Dieguito,2020,30 to 34,1389,,,
San Dieguito,2020,35 to 39,2054,,,
San Dieguito,2020,40 to 44,2682,,,
San Dieguito,2020,45 to 49,3330,,,
San Dieguito,2020,50 to 54,2903,,,
San Dieguito,2020,55 to 59,2601,,,
San Dieguito,2020,60 and 61,1022,,,
San Dieguito,2020,62 to 64,1301,,,
San Dieguito,2020,65 to 69,1985,,,
San Dieguito,2020,70 to 74,1648,,,
San Dieguito,2020,75 to 79,1044,,,
San Dieguito,2020,80 to 84,593,,,
San Dieguito,2020,85 and Older,500,,,
San Pasqual,2020,Under 5,19,,,
San Pasqual,2020,5 to 9,22,,,
San Pasqual,2020,10 to 14,19,,,
San Pasqual,2020,15 to 17,11,,,
San Pasqual,2020,18 and 19,8,,,
San Pasqual,2020,20 to 24,23,,,
San Pasqual,2020,25 to 29,14,,,
San Pasqual,2020,30 to 34,17,,,
San Pasqual,2020,35 to 39,10,,,
San Pasqual,2020,40 to 44,14,,,
San Pasqual,2020,45 to 49,12,,,
San Pasqual,2020,50 to 54,13,,,
San Pasqual,2020,55 to 59,9,,,
San Pasqual,2020,60 and 61,7,,,
San Pasqual,2020,62 to 64,3,,,
San Pasqual,2020,65 to 69,3,,,
San Pasqual,2020,70 to 74,3,,,
San Pasqual,2020,75 to 79,2,,,
San Pasqual,2020,80 to 84,1,,,
San Pasqual,2020,85 and Older,0,,,
San Ysidro,2020,Under 5,1690,,,
San Ysidro,2020,5 to 9,1970,,,
San Ysidro,2020,10 to 14,2310,,,
San Ysidro,2020,15 to 17,1499,,,
San Ysidro,2020,18 and 19,953,,,
San Ysidro,2020,20 to 24,2307,,,
San Ysidro,2020,25 to 29,2157,,,
San Ysidro,2020,30 to 34,1963,,,
San Ysidro,2020,35 to 39,1782,,,
San Ysidro,2020,40 to 44,1593,,,
San Ysidro,2020,45 to 49,1611,,,
San Ysidro,2020,50 to 54,1782,,,
San Ysidro,2020,55 to 59,1775,,,
San Ysidro,2020,60 and 61,650,,,
San Ysidro,2020,62 to 64,927,,,
San Ysidro,2020,65 to 69,1190,,,
San Ysidro,2020,70 to 74,826,,,
San Ysidro,2020,75 to 79,537,,,
San Ysidro,2020,80 to 84,390,,,
San Ysidro,2020,85 and Older,403,,,
Scripps Miramar Ranch,2020,Under 5,965,,,
Scripps Miramar Ranch,2020,5 to 9,1346,,,
Scripps Miramar Ranch,2020,10 to 14,1423,,,
Scripps Miramar Ranch,2020,15 to 17,918,,,
Scripps Miramar Ranch,2020,18 and 19,435,,,
Scripps Miramar Ranch,2020,20 to 24,1031,,,
Scripps Miramar Ranch,2020,25 to 29,821,,,
Scripps Miramar Ranch,2020,30 to 34,934,,,
Scripps Miramar Ranch,2020,35 to 39,1290,,,
Scripps Miramar Ranch,2020,40 to 44,1413,,,
Scripps Miramar Ranch,2020,45 to 49,1441,,,
Scripps Miramar Ranch,2020,50 to 54,1424,,,
Scripps Miramar Ranch,2020,55 to 59,1525,,,
Scripps Miramar Ranch,2020,60 and 61,567,,,
Scripps Miramar Ranch,2020,62 to 64,788,,,
Scripps Miramar Ranch,2020,65 to 69,1193,,,
Scripps Miramar Ranch,2020,70 to 74,1192,,,
Scripps Miramar Ranch,2020,75 to 79,750,,,
Scripps Miramar Ranch,2020,80 to 84,378,,,
Scripps Miramar Ranch,2020,85 and Older,279,,,
Scripps Reserve,2020,Under 5,0,,,
Scripps Reserve,2020,5 to 9,0,,,
Scripps Reserve,2020,10 to 14,0,,,
Scripps Reserve,2020,15 to 17,0,,,
Scripps Reserve,2020,18 and 19,0,,,
Scripps Reserve,2020,20 to 24,0,,,
Scripps Reserve,2020,25 to 29,0,,,
Scripps Reserve,2020,30 to 34,0,,,
Scripps Reserve,2020,35 to 39,0,,,
Scripps Reserve,2020,40 to 44,0,,,
Scripps Reserve,2020,45 to 49,0,,,
Scripps Reserve,2020,50 to 54,0,,,
Scripps Reserve,2020,55 to 59,0,,,
Scripps Reserve,2020,60 and 61,0,,,
Scripps Reserve,2020,62 to 64,0,,,
Scripps Reserve,2020,65 to 69,0,,,
Scripps Reserve,2020,70 to 74,0,,,
Scripps Reserve,2020,75 to 79,0,,,
Scripps Reserve,2020,80 to 84,0,,,
Scripps Reserve,2020,85 and Older,0,,,
Serra Mesa,2020,Under 5,1672,,,
Serra Mesa,2020,5 to 9,1318,,,
Serra Mesa,2020,10 to 14,1175,,,
Serra Mesa,2020,15 to 17,634,,,
Serra Mesa,2020,18 and 19,448,,,
Serra Mesa,2020,20 to 24,1801,,,
Serra Mesa,2020,25 to 29,2449,,,
Serra Mesa,2020,30 to 34,2105,,,
Serra Mesa,2020,35 to 39,1868,,,
Serra Mesa,2020,40 to 44,1348,,,
Serra Mesa,2020,45 to 49,1216,,,
Serra Mesa,2020,50 to 54,1124,,,
Serra Mesa,2020,55 to 59,1196,,,
Serra Mesa,2020,60 and 61,526,,,
Serra Mesa,2020,62 to 64,718,,,
Serra Mesa,2020,65 to 69,1011,,,
Serra Mesa,2020,70 to 74,757,,,
Serra Mesa,2020,75 to 79,514,,,
Serra Mesa,2020,80 to 84,423,,,
Serra Mesa,2020,85 and Older,518,,,
Skyline-Paradise Hills,2020,Under 5,3615,,,
Skyline-Paradise Hills,2020,5 to 9,4190,,,
Skyline-Paradise Hills,2020,10 to 14,4435,,,
Skyline-Paradise Hills,2020,15 to 17,2745,,,
Skyline-Paradise Hills,2020,18 and 19,1772,,,
Skyline-Paradise Hills,2020,20 to 24,4774,,,
Skyline-Paradise Hills,2020,25 to 29,5111,,,
Skyline-Paradise Hills,2020,30 to 34,5006,,,
Skyline-Paradise Hills,2020,35 to 39,4564,,,
Skyline-Paradise Hills,2020,40 to 44,4032,,,
Skyline-Paradise Hills,2020,45 to 49,3786,,,
Skyline-Paradise Hills,2020,50 to 54,4000,,,
Skyline-Paradise Hills,2020,55 to 59,4347,,,
Skyline-Paradise Hills,2020,60 and 61,1832,,,
Skyline-Paradise Hills,2020,62 to 64,2558,,,
Skyline-Paradise Hills,2020,65 to 69,3816,,,
Skyline-Paradise Hills,2020,70 to 74,2839,,,
Skyline-Paradise Hills,2020,75 to 79,1672,,,
Skyline-Paradise Hills,2020,80 to 84,1160,,,
Skyline-Paradise Hills,2020,85 and Older,1078,,,
Southeastern:Encanto Neighborhoods,2020,Under 5,2776,,,
Southeastern:Encanto Neighborhoods,2020,5 to 9,3213,,,
Southeastern:Encanto Neighborhoods,2020,10 to 14,3776,,,
Southeastern:Encanto Neighborhoods,2020,15 to 17,2257,,,
Southeastern:Encanto Neighborhoods,2020,18 and 19,1442,,,
Southeastern:Encanto Neighborhoods,2020,20 to 24,3714,,,
Southeastern:Encanto Neighborhoods,2020,25 to 29,3797,,,
Southeastern:Encanto Neighborhoods,2020,30 to 34,3513,,,
Southeastern:Encanto Neighborhoods,2020,35 to 39,3161,,,
Southeastern:Encanto Neighborhoods,2020,40 to 44,2974,,,
Southeastern:Encanto Neighborhoods,2020,45 to 49,2873,,,
Southeastern:Encanto Neighborhoods,2020,50 to 54,2952,,,
Southeastern:Encanto Neighborhoods,2020,55 to 59,2961,,,
Southeastern:Encanto Neighborhoods,2020,60 and 61,1105,,,
Southeastern:Encanto Neighborhoods,2020,62 to 64,1601,,,
Southeastern:Encanto Neighborhoods,2020,65 to 69,2271,,,
Southeastern:Encanto Neighborhoods,2020,70 to 74,1549,,,
Southeastern:Encanto Neighborhoods,2020,75 to 79,990,,,
Southeastern:Encanto Neighborhoods,2020,80 to 84,741,,,
Southeastern:Encanto Neighborhoods,2020,85 and Older,632,,,
Southeastern:Southeastern San Diego,2020,Under 5,3577,,,
Southeastern:Southeastern San Diego,2020,5 to 9,4068,,,
Southeastern:Southeastern San Diego,2020,10 to 14,4474,,,
Southeastern:Southeastern San Diego,2020,15 to 17,2558,,,
Southeastern:Southeastern San Diego,2020,18 and 19,1688,,,
Southeastern:Southeastern San Diego,2020,20 to 24,4416,,,
Southeastern:Southeastern San Diego,2020,25 to 29,4837,,,
Southeastern:Southeastern San Diego,2020,30 to 34,4301,,,
Southeastern:Southeastern San Diego,2020,35 to 39,3854,,,
Southeastern:Southeastern San Diego,2020,40 to 44,3540,,,
Southeastern:Southeastern San Diego,2020,45 to 49,3359,,,
Southeastern:Southeastern San Diego,2020,50 to 54,3258,,,
Southeastern:Southeastern San Diego,2020,55 to 59,2878,,,
Southeastern:Southeastern San Diego,2020,60 and 61,1027,,,
Southeastern:Southeastern San Diego,2020,62 to 64,1314,,,
Southeastern:Southeastern San Diego,2020,65 to 69,1770,,,
Southeastern:Southeastern San Diego,2020,70 to 74,1241,,,
Southeastern:Southeastern San Diego,2020,75 to 79,720,,,
Southeastern:Southeastern San Diego,2020,80 to 84,507,,,
Southeastern:Southeastern San Diego,2020,85 and Older,532,,,
Spring Valley,2020,Under 5,3951,,,
Spring Valley,2020,5 to 9,4286,,,
Spring Valley,2020,10 to 14,4886,,,
Spring Valley,2020,15 to 17,2841,,,
Spring Valley,2020,18 and 19,1740,,,
Spring Valley,2020,20 to 24,4468,,,
Spring Valley,2020,25 to 29,4633,,,
Spring Valley,2020,30 to 34,4706,,,
Spring Valley,2020,35 to 39,4601,,,
Spring Valley,2020,40 to 44,4219,,,
Spring Valley,2020,45 to 49,3908,,,
Spring Valley,2020,50 to 54,4039,,,
Spring Valley,2020,55 to 59,4171,,,
Spring Valley,2020,60 and 61,1682,,,
Spring Valley,2020,62 to 64,2344,,,
Spring Valley,2020,65 to 69,3240,,,
Spring Valley,2020,70 to 74,2461,,,
Spring Valley,2020,75 to 79,1593,,,
Spring Valley,2020,80 to 84,1037,,,
Spring Valley,2020,85 and Older,1024,,,
Sweetwater,2020,Under 5,634,,,
Sweetwater,2020,5 to 9,724,,,
Sweetwater,2020,10 to 14,897,,,
Sweetwater,2020,15 to 17,489,,,
Sweetwater,2020,18 and 19,327,,,
Sweetwater,2020,20 to 24,811,,,
Sweetwater,2020,25 to 29,785,,,
Sweetwater,2020,30 to 34,704,,,
Sweetwater,2020,35 to 39,829,,,
Sweetwater,2020,40 to 44,814,,,
Sweetwater,2020,45 to 49,781,,,
Sweetwater,2020,50 to 54,809,,,
Sweetwater,2020,55 to 59,921,,,
Sweetwater,2020,60 and 61,351,,,
Sweetwater,2020,62 to 64,591,,,
Sweetwater,2020,65 to 69,864,,,
Sweetwater,2020,70 to 74,813,,,
Sweetwater,2020,75 to 79,545,,,
Sweetwater,2020,80 to 84,385,,,
Sweetwater,2020,85 and Older,417,,,
Tierrasanta,2020,Under 5,2632,,,
Tierrasanta,2020,5 to 9,2610,,,
Tierrasanta,2020,10 to 14,2148,,,
Tierrasanta,2020,15 to 17,891,,,
Tierrasanta,2020,18 and 19,530,,,
Tierrasanta,2020,20 to 24,1968,,,
Tierrasanta,2020,25 to 29,2855,,,
Tierrasanta,2020,30 to 34,2913,,,
Tierrasanta,2020,35 to 39,2567,,,
Tierrasanta,2020,40 to 44,1856,,,
Tierrasanta,2020,45 to 49,1482,,,
Tierrasanta,2020,50 to 54,1370,,,
Tierrasanta,2020,55 to 59,1387,,,
Tierrasanta,2020,60 and 61,585,,,
Tierrasanta,2020,62 to 64,836,,,
Tierrasanta,2020,65 to 69,1235,,,
Tierrasanta,2020,70 to 74,1246,,,
Tierrasanta,2020,75 to 79,730,,,
Tierrasanta,2020,80 to 84,397,,,
Tierrasanta,2020,85 and Older,339,,,
Tijuana River Valley,2020,Under 5,11,,,
Tijuana River Valley,2020,5 to 9,8,,,
Tijuana River Valley,2020,10 to 14,15,,,
Tijuana River Valley,2020,15 to 17,5,,,
Tijuana River Valley,2020,18 and 19,4,,,
Tijuana River Valley,2020,20 to 24,11,,,
Tijuana River Valley,2020,25 to 29,9,,,
Tijuana River Valley,2020,30 to 34,4,,,
Tijuana River Valley,2020,35 to 39,4,,,
Tijuana River Valley,2020,40 to 44,7,,,
Tijuana River Valley,2020,45 to 49,6,,,
Tijuana River Valley,2020,50 to 54,4,,,
Tijuana River Valley,2020,55 to 59,1,,,
Tijuana River Valley,2020,60 and 61,0,,,
Tijuana River Valley,2020,62 to 64,6,,,
Tijuana River Valley,2020,65 to 69,5,,,
Tijuana River Valley,2020,70 to 74,8,,,
Tijuana River Valley,2020,75 to 79,1,,,
Tijuana River Valley,2020,80 to 84,5,,,
Tijuana River Valley,2020,85 and Older,3,,,
Torrey Highlands,2020,Under 5,401,,,
Torrey Highlands,2020,5 to 9,604,,,
Torrey Highlands,2020,10 to 14,804,,,
Torrey Highlands,2020,15 to 17,498,,,
Torrey Highlands,2020,18 and 19,271,,,
Torrey Highlands,2020,20 to 24,425,,,
Torrey Highlands,2020,25 to 29,298,,,
Torrey Highlands,2020,30 to 34,317,,,
Torrey Highlands,2020,35 to 39,482,,,
Torrey Highlands,2020,40 to 44,640,,,
Torrey Highlands,2020,45 to 49,901,,,
Torrey Highlands,2020,50 to 54,737,,,
Torrey Highlands,2020,55 to 59,567,,,
Torrey Highlands,2020,60 and 61,225,,,
Torrey Highlands,2020,62 to 64,162,,,
Torrey Highlands,2020,65 to 69,252,,,
Torrey Highlands,2020,70 to 74,196,,,
Torrey Highlands,2020,75 to 79,129,,,
Torrey Highlands,2020,80 to 84,92,,,
Torrey Highlands,2020,85 and Older,50,,,
Torrey Hills,2020,Under 5,367,,,
Torrey Hills,2020,5 to 9,530,,,
Torrey Hills,2020,10 to 14,607,,,
Torrey Hills,2020,15 to 17,291,,,
Torrey Hills,2020,18 and 19,176,,,
Torrey Hills,2020,20 to 24,474,,,
Torrey Hills,2020,25 to 29,520,,,
Torrey Hills,2020,30 to 34,588,,,
Torrey Hills,2020,35 to 39,623,,,
Torrey Hills,2020,40 to 44,632,,,
Torrey Hills,2020,45 to 49,683,,,
Torrey Hills,2020,50 to 54,651,,,
Torrey Hills,2020,55 to 59,557,,,
Torrey Hills,2020,60 and 61,172,,,
Torrey Hills,2020,62 to 64,165,,,
Torrey Hills,2020,65 to 69,174,,,
Torrey Hills,2020,70 to 74,149,,,
Torrey Hills,2020,75 to 79,67,,,
Torrey Hills,2020,80 to 84,53,,,
Torrey Hills,2020,85 and Older,39,,,
Torrey Pines,2020,Under 5,225,,,
Torrey Pines,2020,5 to 9,330,,,
Torrey Pines,2020,10 to 14,409,,,
Torrey Pines,2020,15 to 17,262,,,
Torrey Pines,2020,18 and 19,149,,,
Torrey Pines,2020,20 to 24,290,,,
Torrey Pines,2020,25 to 29,268,,,
Torrey Pines,2020,30 to 34,306,,,
Torrey Pines,2020,35 to 39,288,,,
Torrey Pines,2020,40 to 44,389,,,
Torrey Pines,2020,45 to 49,476,,,
Torrey Pines,2020,50 to 54,564,,,
Torrey Pines,2020,55 to 59,539,,,
Torrey Pines,2020,60 and 61,224,,,
Torrey Pines,2020,62 to 64,347,,,
Torrey Pines,2020,65 to 69,460,,,
Torrey Pines,2020,70 to 74,462,,,
Torrey Pines,2020,75 to 79,407,,,
Torrey Pines,2020,80 to 84,231,,,
Torrey Pines,2020,85 and Older,178,,,
University,2020,Under 5,2625,,,
University,2020,5 to 9,2062,,,
University,2020,10 to 14,1730,,,
University,2020,15 to 17,1020,,,
University,2020,18 and 19,7566,,,
University,2020,20 to 24,15464,,,
University,2020,25 to 29,8005,,,
University,2020,30 to 34,5882,,,
University,2020,35 to 39,4154,,,
University,2020,40 to 44,2935,,,
University,2020,45 to 49,2442,,,
University,2020,50 to 54,2339,,,
University,2020,55 to 59,2259,,,
University,2020,60 and 61,905,,,
University,2020,62 to 64,1369,,,
University,2020,65 to 69,1979,,,
University,2020,70 to 74,1908,,,
University,2020,75 to 79,1416,,,
University,2020,80 to 84,1115,,,
University,2020,85 and Older,1432,,,
Uptown,2020,Under 5,1164,,,
Uptown,2020,5 to 9,884,,,
Uptown,2020,10 to 14,854,,,
Uptown,2020,15 to 17,528,,,
Uptown,2020,18 and 19,270,,,
Uptown,2020,20 to 24,1590,,,
Uptown,2020,25 to 29,4322,,,
Uptown,2020,30 to 34,5081,,,
Uptown,2020,35 to 39,4163,,,
Uptown,2020,40 to 44,2979,,,
Uptown,2020,45 to 49,2521,,,
Uptown,2020,50 to 54,2529,,,
Uptown,2020,55 to 59,2654,,,
Uptown,2020,60 and 61,904,,,
Uptown,2020,62 to 64,1394,,,
Uptown,2020,65 to 69,2205,,,
Uptown,2020,70 to 74,2109,,,
Uptown,2020,75 to 79,1448,,,
Uptown,2020,80 to 84,756,,,
Uptown,2020,85 and Older,936,,,
Valle De Oro,2020,Under 5,2045,,,
Valle De Oro,2020,5 to 9,2324,,,
Valle De Oro,2020,10 to 14,2659,,,
Valle De Oro,2020,15 to 17,1590,,,
Valle De Oro,2020,18 and 19,1021,,,
Valle De Oro,2020,20 to 24,2538,,,
Valle De Oro,2020,25 to 29,2354,,,
Valle De Oro,2020,30 to 34,2357,,,
Valle De Oro,2020,35 to 39,2633,,,
Valle De Oro,2020,40 to 44,2401,,,
Valle De Oro,2020,45 to 49,2478,,,
Valle De Oro,2020,50 to 54,2785,,,
Valle De Oro,2020,55 to 59,3126,,,
Valle De Oro,2020,60 and 61,1338,,,
Valle De Oro,2020,62 to 64,1942,,,
Valle De Oro,2020,65 to 69,2859,,,
Valle De Oro,2020,70 to 74,2448,,,
Valle De Oro,2020,75 to 79,1508,,,
Valle De Oro,2020,80 to 84,973,,,
Valle De Oro,2020,85 and Older,1204,,,
Valley Center,2020,Under 5,1053,,,
Valley Center,2020,5 to 9,1297,,,
Valley Center,2020,10 to 14,1452,,,
Valley Center,2020,15 to 17,906,,,
Valley Center,2020,18 and 19,536,,,
Valley Center,2020,20 to 24,1172,,,
Valley Center,2020,25 to 29,1174,,,
Valley Center,2020,30 to 34,1152,,,
Valley Center,2020,35 to 39,1275,,,
Valley Center,2020,40 to 44,1197,,,
Valley Center,2020,45 to 49,1244,,,
Valley Center,2020,50 to 54,1449,,,
Valley Center,2020,55 to 59,1719,,,
Valley Center,2020,60 and 61,757,,,
Valley Center,2020,62 to 64,1023,,,
Valley Center,2020,65 to 69,1578,,,
Valley Center,2020,70 to 74,1299,,,
Valley Center,2020,75 to 79,773,,,
Valley Center,2020,80 to 84,442,,,
Valley Center,2020,85 and Older,455,,,
Via De La Valle,2020,Under 5,16,,,
Via De La Valle,2020,5 to 9,15,,,
Via De La Valle,2020,10 to 14,26,,,
Via De La Valle,2020,15 to 17,19,,,
Via De La Valle,2020,18 and 19,4,,,
Via De La Valle,2020,20 to 24,20,,,
Via De La Valle,2020,25 to 29,11,,,
Via De La Valle,2020,30 to 34,11,,,
Via De La Valle,2020,35 to 39,21,,,
Via De La Valle,2020,40 to 44,18,,,
Via De La Valle,2020,45 to 49,30,,,
Via De La Valle,2020,50 to 54,32,,,
Via De La Valle,2020,55 to 59,42,,,
Via De La Valle,2020,60 and 61,16,,,
Via De La Valle,2020,62 to 64,22,,,
Via De La Valle,2020,65 to 69,35,,,
Via De La Valle,2020,70 to 74,60,,,
Via De La Valle,2020,75 to 79,31,,,
Via De La Valle,2020,80 to 84,23,,,
Via De La Valle,2020,85 and Older,24,,,